hgnc_symbol,role
SENP3,calibration
SENP5,calibration
SENP7,calibration
SEPSECS,val
SEPTIN1,val
SEPTIN10,train
SEPTIN11,val
SEPTIN2,val
SEPTIN5,val
SEPTIN6,val
SEPTIN7,train
SEPTIN8,train
SERAC1,val
SERBP1,train
SERF1B,train
SERF2,train
SERGEF,train
SERHL2,train
SERINC1,challenge
SERINC3,challenge
SERINC5,challenge
SERP1,train
SERPINA1,train
SERPINB1,train
SERPINB6,train
SERPINB8,train
SERPINB9,train
SERPINE1,challenge
SERPINE2,challenge
SERPINE3,challenge
SERPING1,challenge
SERPINH1,train
SERPINI1,train
SERTAD1,train
SERTAD2,val
SERTAD3,train
SESN1,train
SESN2,val
SESN3,train
SESTD1,train
SET,challenge
SETBP1,train
SETD1B,train
SETD2,train
SETD3,train
SETD4,train
SETD5,train
SETD6,val
SETD7,challenge
SETD9,train
SETDB1,train
SETDB2,train
SETMAR,train
SETX,train
SF1,train
SF3B5,train
SFI1,train
SFMBT1,calibration
SFMBT2,val
SFN,train
SFR1,train
SFRP1,challenge
SFT2D1,calibration
SFT2D2,calibration
SFT2D3,challenge
SFTPA1,val
SFTPA2,val
SFTPB,challenge
SFTPC,train
SFXN1,challenge
SFXN2,challenge
SFXN3,challenge
SFXN4,train
SFXN5,train
SGCB,val
SGF29,train
SGK1,train
SGK2,train
SGK3,train
SGMS1,val
SGO1,train
SGO2,train
SGPL1,train
SGPP1,val
SGPP2,challenge
SGSH,train
SGSM1,train
SGSM2,train
SGSM3,train
SGTA,challenge
SGTB,challenge
SH2B1,train
SH2B3,train
SH2D1A,train
SH2D2A,train
SH2D3A,train
SH2D4A,calibration
SH3BGR,train
SH3BGRL,train
SH3BGRL2,train
SH3BGRL3,train
SH3BP1,train
SH3BP2,train
SH3BP5,train
SH3BP5L,val
SH3D19,challenge
SH3GL1,val
SH3GLB1,val
SH3GLB2,train
SH3KBP1,challenge
SH3PXD2A,val
SH3RF3,challenge
SH3TC1,train
SH3YL1,train
SHANK2,challenge
SHARPIN,challenge
SHC1,train
SHC4,val
SHCBP1,train
SHF,train
SHFL,train
SHISA2,challenge
SHISA5,challenge
SHISAL2A,train
SHKBP1,challenge
SHLD1,calibration
SHLD2,calibration
SHMT1,calibration
SHMT2,calibration
SHOC2,train
SHOX,calibration
SHOX2,train
SHPK,train
SHPRH,train
SHQ1,train
SHROOM1,train
SIAE,val
SIAH1,train
SIAH2,train
SIAH3,train
SIDT1,train
SIDT2,val
SIGIRR,train
SIGLEC10,train
SIGLEC14,train
SIGLEC9,train
SIGMAR1,train
SIK1,challenge
SIK2,val
SIK3,val
SIKE1,train
SIL1,train
SIM1,train
SIM2,train
SIMC1,calibration
SIN3A,train
SIN3B,calibration
SINHCAF,train
SIPA1,train
SIPA1L3,train
SIRAL1,val
SIRAL2,train
SIRPA,challenge
SIRPB1,challenge
SIRPG,challenge
SIRT1,train
SIRT2,val
SIRT3,train
SIRT4,calibration
SIRT5,train
SIRT6,challenge
SIRT7,challenge
SIT1,calibration
SIVA1,challenge
SIX1,train
SIX2,train
SIX3,train
SIX4,train
SIX5,train
SIX6,train
SKA1,train
SKA2,train
SKA3,calibration
SKAP1,val
SKAP2,train
SKI,challenge
SKIC2,train
SKIC3,train
SKIC8,train
SKIL,challenge
SKOR1,train
SKOR2,train
SKP2,train
SLA,challenge
SLA2,train
SLAIN1,train
SLAIN2,challenge
SLAMF1,val
SLAMF6,train
SLAMF7,challenge
SLAMF8,train
SLC10A1,challenge
SLC10A3,challenge
SLC10A7,train
SLC11A1,val
SLC11A2,train
SLC12A2,train
SLC12A4,train
SLC12A6,train
SLC12A7,train
SLC12A9,train
SLC15A2,train
SLC15A3,challenge
SLC15A4,train
SLC16A1,challenge
SLC16A10,challenge
SLC16A13,challenge
SLC16A3,train
SLC16A5,train
SLC16A6,train
SLC16A7,train
SLC17A1,challenge
SLC17A3,challenge
SLC17A5,challenge
SLC17A9,challenge
SLC18A2,train
SLC18B1,challenge
SLC19A1,val
SLC19A2,challenge
SLC1A2,train
SLC1A4,train
SLC1A5,train
SLC1A6,train
SLC20A1,train
SLC22A15,train
SLC22A17,train
SLC22A23,train
SLC22A3,train
SLC22A5,challenge
SLC23A1,train
SLC23A2,train
SLC23A3,challenge
SLC24A1,train
SLC25A1,train
SLC25A10,train
SLC25A11,train
SLC25A12,train
SLC25A13,train
SLC25A14,train
SLC25A15,challenge
SLC25A16,challenge
SLC25A17,train
SLC25A19,challenge
SLC25A20,train
SLC25A22,challenge
SLC25A23,train
SLC25A24,train
SLC25A25,train
SLC25A26,train
SLC25A27,challenge
SLC25A28,train
SLC25A29,challenge
SLC25A3,challenge
SLC25A30,train
SLC25A32,challenge
SLC25A33,challenge
SLC25A34,challenge
SLC25A35,challenge
SLC25A36,challenge
SLC25A37,train
SLC25A38,challenge
SLC25A39,challenge
SLC25A4,train
SLC25A40,challenge
SLC25A42,train
SLC25A43,train
SLC25A44,challenge
SLC25A45,train
SLC25A46,train
SLC25A5,train
SLC25A51,train
SLC25A53,challenge
SLC25A6,train
SLC26A1,train
SLC26A11,train
SLC26A2,train
SLC26A3,train
SLC26A4,train
SLC26A5,train
SLC26A6,train
SLC27A1,train
SLC27A2,train
SLC27A3,challenge
SLC27A4,train
SLC27A5,challenge
SLC29A1,train
SLC29A2,train
SLC29A3,train
SLC2A1,challenge
SLC2A11,train
SLC2A13,challenge
SLC2A14,challenge
SLC2A3,challenge
SLC2A4RG,train
SLC2A6,train
SLC2A8,train
SLC30A1,val
SLC30A4,train
SLC30A5,val
SLC30A6,train
SLC30A7,train
SLC30A9,train
SLC31A1,val
SLC31A2,train
SLC33A1,train
SLC33A2,train
SLC35A1,train
SLC35A2,train
SLC35A3,train
SLC35A4,train
SLC35A5,train
SLC35B1,train
SLC35B2,train
SLC35B3,train
SLC35B4,train
SLC35C1,train
SLC35D1,train
SLC35D2,train
SLC35D4,train
SLC35E1,train
SLC35E2A,train
SLC35E2B,train
SLC35E3,train
SLC35E4,train
SLC35F2,val
SLC35F5,train
SLC35F6,train
SLC35G1,train
SLC35H1,challenge
SLC36A1,train
SLC36A4,challenge
SLC37A1,train
SLC37A3,train
SLC37A4,val
SLC38A1,calibration
SLC38A10,train
SLC38A12,train
SLC38A2,calibration
SLC38A5,calibration
SLC38A6,calibration
SLC38A7,train
SLC38A9,train
SLC39A1,train
SLC39A10,train
SLC39A11,train
SLC39A13,train
SLC39A14,val
SLC39A3,challenge
SLC39A4,train
SLC39A6,train
SLC39A7,calibration
SLC39A8,val
SLC39A9,val
SLC3A1,train
SLC3A2,train
SLC40A1,train
SLC41A1,val
SLC41A2,train
SLC41A3,challenge
SLC43A1,val
SLC43A2,val
SLC43A3,challenge
SLC44A1,val
SLC44A2,train
SLC44A3,train
SLC44A4,train
SLC44A5,train
SLC45A4,train
SLC46A3,challenge
SLC48A1,train
SLC49A4,train
SLC4A10,challenge
SLC4A1AP,train
SLC4A2,train
SLC4A4,challenge
SLC4A5,challenge
SLC4A7,challenge
SLC4A8,challenge
SLC50A1,train
SLC51A,train
SLC52A2,val
SLC5A10,val
SLC5A2,val
SLC5A3,val
SLC5A5,train
SLC5A6,train
SLC60A1,train
SLC60A2,train
SLC61A1,train
SLC66A1,train
SLC66A2,train
SLC66A3,train
SLC67A1,train
SLC67A2,val
SLC68A1,train
SLC6A1,train
SLC6A6,train
SLC6A8,train
SLC6A9,train
SLC71A1,val
SLC71A2,val
SLC75A1,train
SLC7A11,train
SLC7A5,train
SLC7A6,challenge
SLC7A7,challenge
SLC7A8,challenge
SLC8B1,train
SLC9A1,challenge
SLC9A5,train
SLC9A6,challenge
SLC9A7,challenge
SLC9A8,train
SLC9A9,challenge
SLC9B1,val
SLC9B2,train
SLC9D1,challenge
SLCO3A1,val
SLCO4A1,train
SLCO4C1,val
SLF1,train
SLFN11,train
SLFN12,train
SLFN12L,train
SLFN14,train
SLFN5,train
SLFNL1,val
SLIRP,train
SLIT3,val
SLK,train
SLMAP,train
SLPI,train
SLTM,challenge
SLX1A,train
SLX1B,train
SLX4,calibration
SLX4IP,train
SLX9,val
SMAD1,train
SMAD2,train
SMAD3,train
SMAD4,train
SMAD5,train
SMAD7,train
SMAD9,train
SMAGP,train
SMAP1,train
SMAP2,train
SMARCA1,train
SMARCA2,train
SMARCA4,train
SMARCA5,train
SMARCAD1,train
SMARCAL1,train
SMARCB1,train
SMARCC1,train
SMARCC2,train
SMARCD1,train
SMARCD2,train
SMARCD3,train
SMARCE1,train
SMCHD1,train
SMCO4,train
SMCR8,val
SMDT1,train
SMG1,train
SMG5,train
SMG6,challenge
SMG7,train
SMG8,train
SMG9,train
SMIM1,val
SMIM10L1,train
SMIM11,train
SMIM12,calibration
SMIM13,val
SMIM14,train
SMIM15,train
SMIM19,train
SMIM20,val
SMIM22,train
SMIM24,train
SMIM29,train
SMIM3,train
SMIM5,train
SMIM7,train
SMIM8,train
SMKR1,train
SMNDC1,calibration
SMOX,train
SMPD1,train
SMPD2,train
SMPD3,challenge
SMPD4,train
SMR3B,val
SMS,challenge
SMTN,train
SMTNL1,train
SMUG1,train
SMURF1,train
SMURF2,train
SMYD2,challenge
SMYD3,challenge
SMYD5,val
SNAI1,challenge
SNAI2,train
SNAI3,train
SNAP23,train
SNAP25,train
SNAP29,challenge
SNAP47,train
SNAPC1,train
SNAPC3,train
SNAPIN,challenge
SNCA,train
SND1,challenge
SNED1,train
SNF8,challenge
SNHG32,challenge
SNN,train
SNPH,val
SNRK,train
SNRNP40,train
SNRPA,train
SNRPB,train
SNRPB2,train
SNTA1,train
SNTB1,train
SNTB2,train
SNU13,train
SNUPN,train
SNURF,challenge
SNX1,train
SNX10,train
SNX11,val
SNX12,challenge
SNX13,challenge
SNX14,challenge
SNX16,val
SNX17,train
SNX18,train
SNX19,train
SNX2,train
SNX20,train
SNX24,challenge
SNX25,challenge
SNX27,train
SNX29,challenge
SNX3,challenge
SNX30,challenge
SNX33,train
SNX4,challenge
SNX5,train
SNX6,train
SNX8,val
SNX9,val
SOAT1,challenge
SOAT2,train
SOCS1,val
SOCS2,train
SOCS3,train
SOCS4,val
SOCS5,val
SOCS7,train
SOD2,challenge
SOHLH1,challenge
SOHLH2,calibration
SORBS2,challenge
SORBS3,train
SORCS3,train
SORD,val
SORL1,challenge
SOS1,train
SOS2,train
SOWAHC,train
SOX1,train
SOX10,train
SOX11,train
SOX12,train
SOX13,calibration
SOX14,train
SOX15,train
SOX17,train
SOX18,train
SOX2,train
SOX21,train
SOX3,train
SOX30,train
SOX4,train
SOX5,train
SOX6,train
SOX7,train
SOX8,train
SOX9,train
SP1,calibration
SP100,val
SP110,train
SP140,train
SP140L,challenge
SP2,calibration
SP3,train
SP4,calibration
SP5,train
SP6,train
SP7,train
SP8,train
SP9,train
SPACA6,train
SPACA9,train
SPACDR,train
SPAG1,train
SPAG16,challenge
SPAG4,train
SPAG5,calibration
SPAG7,train
SPAG8,val
SPAG9,train
SPARC,train
SPARCL1,challenge
SPART,challenge
SPAST,calibration
SPATA13,challenge
SPATA2,challenge
SPATA20,train
SPATA24,train
SPATA25,val
SPATA2L,train
SPATA32,train
SPATA33,train
SPATA6,train
SPATA6L,train
SPATA7,train
SPATC1L,train
SPATS2,train
SPATS2L,train
SPCS1,train
SPCS2,challenge
SPDEF,challenge
SPDYA,val
SPDYE2,train
SPDYE3,train
SPECC1,challenge
SPECC1L,challenge
SPEF2,calibration
SPEG,train
SPEN,calibration
SPG11,train
SPG21,train
SPG7,calibration
SPHK1,calibration
SPHK2,train
SPI1,train
SPIB,train
SPIC,train
SPICE1,challenge
SPIDR,val
SPIN1,challenge
SPIN2B,challenge
SPIN3,challenge
SPIN4,challenge
SPINDOC,train
SPINK1,train
SPINK2,train
SPINK4,train
SPINT1,train
SPINT2,challenge
SPIRE1,train
SPMIP4,train
SPN,val
SPNS1,val
SPNS3,val
SPOCK2,calibration
SPON1,challenge
SPON2,train
SPOP,train
SPOPL,train
SPP1,train
SPPL2A,train
SPPL2B,val
SPPL3,train
SPR,train
SPRED2,challenge
SPRING1,train
SPRN,challenge
SPRTN,train
SPRY1,val
SPRY2,val
SPRYD3,calibration
SPRYD4,challenge
SPRYD7,train
SPSB1,train
SPSB2,train
SPSB3,challenge
SPTAN1,challenge
SPTB,challenge
SPTBN1,train
SPTBN5,train
SPTLC1,train
SPTLC2,train
SPTSSA,val
SPTSSB,challenge
SPTY2D1,challenge
SPZ1,val
SQLE,train
SQOR,train
SQSTM1,challenge
SRA1,train
SRC,train
SRCAP,challenge
SRD5A1,challenge
SRD5A3,val
SREBF1,val
SREBF2,val
SREK1,train
SREK1IP1,challenge
SRF,train
SRGAP1,train
SRGAP2,train
SRGAP2B,train
SRGAP2C,train
SRGAP3,train
SRGN,train
SRI,train
SRM,calibration
SRP14,val
SRP54,train
SRP68,train
SRP72,train
SRP9,train
SRPK1,train
SRPK2,train
SRPRB,train
SRR,train
SRRD,train
SRRM1,train
SRSF10,train
SRSF11,challenge
SRSF2,train
SRSF4,challenge
SRSF5,challenge
SRSF6,challenge
SRSF8,train
SRSF9,challenge
SRXN1,challenge
SRY,calibration
SS18,train
SS18L1,train
SS18L2,train
SSB,train
SSBP1,train
SSBP2,train
SSBP3,train
SSBP4,train
SSH1,train
SSH3,challenge
SSNA1,train
SSR1,train
SSR2,train
SSR3,train
SSR4,train
SSTR3,train
SSX2IP,train
ST13,train
ST14,train
ST18,train
ST20,train
ST20-MTHFS,train
ST3GAL1,challenge
ST3GAL2,challenge
ST3GAL3,train
ST3GAL4,challenge
ST3GAL5,challenge
ST6GAL1,challenge
ST6GALNAC1,train
ST6GALNAC3,val
ST6GALNAC4,val
ST6GALNAC6,train
ST7,train
ST7L,train
ST8SIA1,train
ST8SIA4,challenge
STAB1,train
STAC3,train
STAG1,calibration
STAG2,calibration
STAG3,train
STAM,train
STAM2,train
STAMBP,train
STAMBPL1,train
STAP1,train
STAP2,train
STARD10,train
STARD3,train
STARD3NL,train
STARD4,train
STARD5,train
STARD7,train
STARD9,calibration
STAT1,train
STAT2,train
STAT3,train
STAT4,val
STAT5A,train
STAT5B,train
STAT6,train
STATH,train
STAU1,train
STAU2,train
STC2,train
STEAP4,train
STEEP1,train
STIL,train
STIM1,train
STIM2,train
STIMATE-MUSTN1,train
STING1,train
STIP1,train
STK10,train
STK11,train
STK11IP,train
STK16,train
STK17A,challenge
STK17B,challenge
STK24,challenge
STK25,challenge
STK26,challenge
STK3,challenge
STK32C,challenge
STK35,train
STK36,val
STK38,challenge
STK38L,challenge
STK39,train
STK4,challenge
STK40,train
STMN1,train
STMN3,train
STMP1,val
STN1,challenge
STOM,train
STOML1,challenge
STOML2,challenge
STON1,challenge
STON2,train
STOX1,train
STPG1,train
STRADA,train
STRADB,val
STRAP,train
STRBP,train
STRIP1,challenge
STRIP2,challenge
STRN,challenge
STRN3,train
STRN4,challenge
STS,train
STT3A,train
STT3B,train
STUB1,train
STUM,train
STX10,challenge
STX11,challenge
STX12,train
STX16,train
STX17,train
STX1A,train
STX1B,train
STX2,train
STX3,train
STX4,train
STX5,train
STX6,train
STX7,train
STX8,train
STXBP1,train
STXBP2,train
STXBP3,train
STXBP4,val
STXBP5,train
STYX,train
STYXL1,train
SUB1,challenge
SUCLA2,val
SUCLG1,val
SUCLG2,val
SUCO,train
SUFU,challenge
SUGP1,val
SUGP2,train
SUGT1,calibration
SULF2,challenge
SULT1A1,challenge
SULT1A3,challenge
SULT1A4,challenge
SULT1B1,challenge
SUMF1,train
SUMF2,train
SUMO1,train
SUMO2,challenge
SUMO3,challenge
SUN1,calibration
SUN2,val
SUOX,val
SUPT20H,train
SUPT3H,train
SUPT4H1,val
SUPT7L,train
SUPV3L1,train
SURF1,val
SURF2,challenge
SUSD3,train
SUSD4,train
SUSD6,challenge
SUV39H1,challenge
SUV39H2,challenge
SV2A,train
SVBP,train
SVIL,train
SVIP,train
SWAP70,train
SWI5,val
SWSAP1,train
SWT1,train
SYAP1,challenge
SYCE1L,train
SYCE2,train
SYCP2,calibration
SYDE2,train
SYF2,challenge
SYK,train
SYNC,challenge
SYNCRIP,train
SYNE1,train
SYNE2,train
SYNE3,train
SYNE4,challenge
SYNGAP1,train
SYNGR1,train
SYNGR2,train
SYNGR3,train
SYNJ1,challenge
SYNJ2,challenge
SYNJ2BP,challenge
SYNJ2BP-COX16,train
SYNM,val
SYNRG,challenge
SYP,train
SYPL1,train
SYT11,train
SYTL1,challenge
SYTL2,challenge
SYTL3,train
SYVN1,train
SZRD1,val
TAB1,train
TAB3,challenge
TAC4,train
TACC1,val
TACC2,train
TACO1,train
TADA1,train
TADA2A,calibration
TADA2B,train
TADA3,calibration
TAF1,train
TAF11,train
TAF12,train
TAF13,train
TAF15,train
TAF1B,train
TAF1D,train
TAF3,val
TAF4,train
TAF4B,val
TAF5L,calibration
TAF6,train
TAF6L,train
TAF9,train
TAF9B,train
TAFA1,calibration
TAFA2,calibration
TAFAZZIN,train
TAGAP,val
TAGLN,challenge
TAGLN2,challenge
TAGLN3,challenge
TAL1,train
TAL2,train
TALDO1,train
TAMALIN,train
TANGO2,train
TANK,calibration
TAOK1,val
TAOK2,calibration
TAOK3,val
TAP1,challenge
TAP2,challenge
TAPBP,challenge
TAPBPL,challenge
TAPT1,challenge
TARBP1,train
TARBP2,train
TARDBP,train
TARS2,train
TARS3,challenge
TAS2R14,train
TAS2R20,train
TAS2R5,train
TASL,train
TASOR,train
TASOR2,train
TASP1,train
TATDN1,train
TATDN2,train
TATDN3,train
TAX1BP1,challenge
TAX1BP3,train
TBC1D1,train
TBC1D10A,val
TBC1D10B,val
TBC1D10C,train
TBC1D13,train
TBC1D14,train
TBC1D15,challenge
TBC1D16,train
TBC1D17,train
TBC1D19,challenge
TBC1D2,train
TBC1D20,train
TBC1D22A,challenge
TBC1D22B,challenge
TBC1D23,train
TBC1D24,train
TBC1D25,train
TBC1D2B,challenge
TBC1D31,train
TBC1D32,train
TBC1D3B,train
TBC1D3L,train
TBC1D4,train
TBC1D5,val
TBC1D7,calibration
TBC1D8,train
TBC1D9B,train
TBCA,train
TBCCD1,train
TBCEL,challenge
TBCK,train
TBK1,train
TBKBP1,calibration
TBL1X,train
TBL1XR1,train
TBL2,val
TBP,train
TBPL1,train
TBPL2,challenge
TBR1,val
TBRG1,train
TBRG4,val
TBX1,train
TBX10,challenge
TBX15,train
TBX18,train
TBX19,train
TBX2,train
TBX20,train
TBX21,val
TBX22,train
TBX3,train
TBX4,train
TBX5,train
TBX6,challenge
TBXA2R,train
TBXAS1,train
TC2N,challenge
TCAF1,challenge
TCAF2,challenge
TCAIM,train
TCAP,train
TCEA1,train
TCEA2,train
TCEA3,train
TCEAL1,train
TCEAL2,challenge
TCEAL3,train
TCEAL4,train
TCEAL8,challenge
TCEAL9,challenge
TCEANC,challenge
TCEANC2,train
TCF12,train
TCF15,val
TCF19,train
TCF20,train
TCF21,challenge
TCF23,val
TCF24,val
TCF25,train
TCF3,train
TCF4,train
TCF7,train
TCF7L1,train
TCF7L2,train
TCFL5,train
TCHP,train
TCIM,train
TCIRG1,train
TCL1A,train
TCP11L1,val
TCP11L2,val
TCTA,val
TCTN1,challenge
TCTN2,train
TCTN3,train
TDG,train
TDP1,train
TDP2,challenge
TDRD3,challenge
TDRD7,train
TDRKH,train
TEAD1,val
TEAD2,train
TEAD3,val
TEAD4,val
TEC,train
TECPR1,train
TECPR2,train
TECR,train
TEDC1,challenge
TEDC2,train
TEF,train
TEFM,train
TEN1,challenge
TENM4,train
TENT2,val
TENT4A,train
TENT4B,train
TENT5A,val
TENT5C,val
TEP1,train
TEPSIN,train
TERB1,challenge
TERF1,train
TERF2IP,train
TERT,train
TES,train
TESC,train
TESK1,train
TESK2,train
TESMIN,train
TESPA1,train
TET2,calibration
TET3,train
TEX2,train
TEX22,train
TEX261,val
TEX264,train
TEX30,train
TEX56P,train
TF,train
TFAM,challenge
TFAP2A,train
TFAP2B,train
TFAP2C,train
TFAP2D,train
TFAP2E,train
TFAP4,challenge
TFB1M,train
TFB2M,val
TFCP2,train
TFCP2L1,train
TFDP1,train
TFDP2,train
TFDP3,train
TFE3,train
TFEB,train
TFEC,train
TFF3,train
TFG,challenge
TFIP11,challenge
TFPI,train
TFPT,challenge
TG,train
TGDS,train
TGFA,train
TGFB1,train
TGFB3,train
TGFBI,calibration
TGFBR2,train
TGFBR3,val
TGFBRAP1,train
TGIF1,train
TGIF2,train
TGIF2-RAB5IF,train
TGIF2LX,train
TGIF2LY,train
TGM1,val
TGOLN2,train
TGS1,train
THADA,train
THAP10,train
THAP11,calibration
THAP12,challenge
THAP2,val
THAP3,train
THAP5,calibration
THAP6,val
THAP7,train
THAP8,val
THAP9,challenge
THBS1,train
THBS3,train
THBS4,train
THEM4,train
THEM5,train
THEM6,train
THEMIS,val
THEMIS2,train
THG1L,train
THNSL1,train
THOC6,calibration
THOC7,calibration
THOP1,train
THRA,challenge
THRAP3,val
THRB,challenge
THTPA,train
THUMPD1,train
THUMPD2,train
THUMPD3,train
THY1,train
THYN1,challenge
TIA1,val
TIAL1,val
TIAM1,challenge
TICAM1,train
TIFA,train
TIGAR,challenge
TIGD1,val
TIGD2,val
TIGD3,train
TIGD4,val
TIGD5,train
TIGD6,val
TIGD7,val
TIGIT,train
TIMCC,challenge
TIMD4,train
TIMM10,train
TIMM10B,train
TIMM13,train
TIMM17A,val
TIMM17B,val
TIMM21,val
TIMM23,val
TIMM29,train
TIMM50,train
TIMM8A,train
TIMM8B,challenge
TIMM9,train
TIMMDC1,train
TIMP1,train
TIMP2,val
TIMP3,val
TIPARP,train
TIPE1,train
TIPE2,train
TIPRL,train
TIRAP,train
TJAP1,val
TJP3,challenge
TK1,train
TK2,val
TKFC,train
TKT,train
TKTL1,challenge
TLCD1,val
TLCD3A,train
TLCD5,train
TLDC2,val
TLE1,train
TLE2,train
TLE4,train
TLE5,train
TLK1,train
TLK2,train
TLN1,train
TLN2,train
TLNRD1,calibration
TLR1,val
TLR2,val
TLR5,challenge
TLR6,val
TLX1,train
TLX2,train
TLX3,train
TM2D1,challenge
TM2D2,calibration
TM2D3,train
TM4SF1,challenge
TM6SF1,train
TM7SF2,val
TM7SF3,train
TM9SF2,train
TM9SF3,train
TM9SF4,train
TMA7,train
TMBIM1,train
TMBIM4,train
TMBIM6,train
TMC5,train
TMC6,train
TMC8,train
TMCC1,val
TMCC2,challenge
TMCC3,val
TMCO1,train
TMCO4,train
TMCO6,val
TMED1,train
TMED10,train
TMED2,train
TMED3,train
TMED4,train
TMED5,train
TMED6,train
TMED7,train
TMED8,val
TMED9,train
TMEM101,val
TMEM102,challenge
TMEM106A,calibration
TMEM106B,train
TMEM106C,train
TMEM107,train
TMEM109,val
TMEM11,val
TMEM115,train
TMEM116,train
TMEM117,train
TMEM119,train
TMEM120A,val
TMEM120B,challenge
TMEM121,challenge
TMEM123,train
TMEM126A,train
TMEM126B,train
TMEM127,val
TMEM128,val
TMEM131,val
TMEM131L,val
TMEM134,train
TMEM135,train
TMEM138,train
TMEM140,challenge
TMEM141,train
TMEM143,val
TMEM147,val
TMEM14A,train
TMEM14B,val
TMEM14C,val
TMEM150A,train
TMEM154,train
TMEM156,train
TMEM160,val
TMEM161A,train
TMEM161B,train
TMEM164,val
TMEM165,train
TMEM167A,train
TMEM167B,train
TMEM168,train
TMEM169,train
TMEM170A,calibration
TMEM170B,train
TMEM175,train
TMEM176B,val
TMEM177,train
TMEM178B,train
TMEM179B,train
TMEM18,challenge
TMEM181,train
TMEM182,train
TMEM183A,challenge
TMEM184B,val
TMEM184C,val
TMEM185A,train
TMEM185B,train
TMEM186,train
TMEM187,train
TMEM19,challenge
TMEM191B,train
TMEM192,train
TMEM200A,val
TMEM201,train
TMEM203,train
TMEM204,train
TMEM205,challenge
TMEM208,train
TMEM209,train
TMEM214,train
TMEM216,train
TMEM217,train
TMEM218,train
TMEM219,val
TMEM220,calibration
TMEM222,train
TMEM223,val
TMEM229B,val
TMEM230,train
TMEM231,train
TMEM234,train
TMEM237,train
TMEM238,val
TMEM242,train
TMEM243,val
TMEM245,challenge
TMEM248,train
TMEM25,calibration
TMEM250,train
TMEM254,challenge
TMEM255A,train
TMEM256,train
TMEM258,train
TMEM259,train
TMEM260,train
TMEM263,challenge
TMEM265,train
TMEM267,val
TMEM268,train
TMEM273,train
TMEM33,train
TMEM35B,val
TMEM38B,val
TMEM39A,challenge
TMEM39B,challenge
TMEM40,train
TMEM41A,train
TMEM41B,train
TMEM42,train
TMEM43,challenge
TMEM44,calibration
TMEM45A,challenge
TMEM45B,challenge
TMEM50A,challenge
TMEM50B,challenge
TMEM53,val
TMEM54,val
TMEM59,val
TMEM60,train
TMEM62,challenge
TMEM63A,train
TMEM63B,train
TMEM63C,train
TMEM64,train
TMEM65,train
TMEM67,train
TMEM68,calibration
TMEM69,train
TMEM70,val
TMEM71,calibration
TMEM79,challenge
TMEM80,train
TMEM81,train
TMEM86A,train
TMEM86B,train
TMEM87A,val
TMEM87B,val
TMEM88,train
TMEM8B,val
TMEM9,train
TMEM91,challenge
TMEM94,val
TMEM97,challenge
TMEM98,train
TMEM9B,val
TMF1,train
TMIE,train
TMIGD2,train
TMLHE,val
TMOD2,train
TMOD3,train
TMPO,train
TMPPE,train
TMPRSS13,val
TMPRSS3,train
TMPRSS5,calibration
TMPRSS6,train
TMSB10,train
TMSB15B,train
TMSB4X,train
TMSB4Y,train
TMT1A,challenge
TMTC2,val
TMTC3,challenge
TMTC4,train
TMUB1,train
TMUB2,val
TMX1,challenge
TMX2,train
TMX3,train
TMX4,val
TNF,train
TNFAIP1,val
TNFAIP3,challenge
TNFAIP6,train
TNFAIP8,train
TNFRSF10A,train
TNFRSF10B,train
TNFRSF10D,train
TNFRSF11A,train
TNFRSF12A,challenge
TNFRSF13B,train
TNFRSF13C,train
TNFRSF14,train
TNFRSF18,train
TNFRSF1A,train
TNFRSF1B,train
TNFRSF21,train
TNFRSF25,train
TNFRSF4,val
TNFRSF8,train
TNFRSF9,challenge
TNFSF10,challenge
TNFSF11,train
TNFSF12-TNFSF13,train
TNFSF13,train
TNFSF13B,train
TNFSF14,train
TNFSF4,train
TNFSF8,train
TNFSF9,val
TNIK,train
TNIP1,train
TNIP2,train
TNIP3,train
TNK1,train
TNK2,train
TNKS,train
TNKS2,train
TNNC1,val
TNNC2,train
TNPO1,train
TNPO2,train
TNPO3,train
TNRC18,train
TNRC6A,challenge
TNRC6B,challenge
TNS1,train
TNS3,train
TNS4,calibration
TOB1,train
TOB2,train
TOE1,train
TOGARAM1,challenge
TOLLIP,train
TOM1,train
TOM1L2,train
TOMM20,train
TOMM34,train
TOMM40,train
TOMM40L,train
TOMM5,train
TOMM6,train
TOMM7,train
TOMM70,train
TOP1MT,train
TOP2B,train
TOP3B,challenge
TOP6BL,train
TOPBP1,calibration
TOPORS,train
TOR1A,train
TOR1AIP1,train
TOR1AIP2,train
TOR1B,train
TOR2A,val
TOR3A,challenge
TOR4A,challenge
TOX,train
TOX2,train
TP53,train
TP53BP1,train
TP53BP2,train
TP53I11,train
TP53I13,challenge
TP53INP1,train
TP53INP2,challenge
TP53RK,train
TP53TG5,train
TP63,train
TP73,train
TPBG,train
TPCN1,train
TPCN2,train
TPD52,val
TPD52L1,val
TPD52L2,val
TPGS1,val
TPGS2,val
TPH1,train
TPI1,challenge
TPK1,train
TPM1,train
TPM2,train
TPM3,train
TPM4,train
TPMT,train
TPP1,train
TPP2,train
TPPP,calibration
TPR,train
TPRA1,train
TPRG1,train
TPRG1L,train
TPRKB,train
TPRN,train
TPRX1,train
TPST1,calibration
TPST2,calibration
TPT1,train
TRA2A,train
TRABD,calibration
TRABD2A,train
TRADD,train
TRAF1,train
